93 59
N0001 ??00?101??1?0111?010?010110100001010000010010?1110010010??1?0111?1??00101000?1100?000?1?10000
N0002 ?0?0??0?001011110111101?10111?1001?11?10101001??10111??10?101100??001?0001111?01?111??110?010
N0003 000?011110110010111100?11100?0?10?1?0011110?10??0?00?110?1?0011??01011001101?00?0?000?1011100
N0004 10000?001?1010101010??00001111000?001100000?1001?001110??010?1000010010101101111?1??0?0111??0
N0005 ??01??10101110111?10101??0?0111010100101110?00001?100010?00100???00101100101111101010?0111100
N0006 0??101110?0010??010??110101010?11001?10?0000000?1?101100?100?1010?11??11001111110000101101?1?
N0007 ?1101??11?11000?10011011010010?110101011???110?0110110001??10?00000111??1?0100?111?10?1010010
N0008 011?001?1000?1??001010?111000001010?010011?011111101001?10000011000000011100101110?0001011010
N0009 ?0??01000?111?0100111?010??11?100011101?????100?0?110???10??11?1100?01?011001?10?10??1?0??1?0
N0010 001?000100100?10001111000100??11110?100011?1000111?010?0011110011000001100001?000110010??1010
N0011 0?0010101?000000101100?1110?01010100100010?100111111111110001111???0010101011100101100?1?1110
N0012 1?0011100001110111?01010100111?010101001?0?001?0?101110?110?101?000001?1101??10?0101101100011
N0013 11?01011?10000110100101001?0111111?01000?10000?010001?1?1?1111?0??111?101?10001??0?1?00?00000
N0014 ?000111??011??10?00?0100011100??0111?11?01?1?1110011100010111010??1000??1?111?0010?1110?00000
N0015 0010010?1000011111??111?0???01000?01100?0????100100?00?1?110001?1000?0011?1010111?10??1?1?111
N0016 000?01?1?10001?110?10??0100001110?011?01?11?10?0001?100???0?0101000101000?001101????01000111?
N0017 00001?0111?10?0111?11110??10?101??1100?0?000??11000010?1?11100010???0??1110?01001?1?000?10?10
N0018 0010001?0101??100?11?0?110001111?0100?001101?01100111?10??10101??1001?11??0100?110?11??10????
N0019 00011110?011?0101011111?1000010??001?0111001?010111?1110?01?01001110000101?0?100?1?00?0000?00
N0020 1?0?00?10010?011?11?010001??01110?001?0011110011100?10010000000?1101?01??0100111?0?0?1011100?
N0021 01?1?1?0?0?1001001001001101000011110?10110111111?001001?01011100?0?1000101?100100000101????11
N0022 001101101011?10000?1?010?0011??010010001?1101101001?1110011111?01110001011100??011?000?01?010
N0023 1?01?11??1?00?10001110000110101?10100111101111000?10011101?010011??010100110110?11?0??1?1000?
N0024 1110?0???00000001?1110110011001?11100100111?1011??101?110001??1111?110??00110011?10???0??11?1
N0025 ??0??1??1100??000001??1111?10000001?011000110011?01?1001?1000111??010110111100101000100010011
N0026 1110??1101?000?101??00?11?10101000?01?0?0?000110?11?00??101?1101?1001111??100110000?01?110010
N0027 ?1?0011?010??1000?11111101000??000?10?011011001101?110100?1011101?01000010?0001?001011?00101?
N0028 0010111??11?1?101011?0?10?11101??11100?1?00000100?01100011??00101000110101?0010101?11001?1010
N0029 0?11?10101?0111?011111110?000001111000110111001111?10110?110?11111?11?101?00100?1101??01??010
N0030 100?0011110000100?01101000001??11?1001101100?1100010110100110??010011010000110?011?010?11?10?
N0031 ?11110???1?10?0000?0?01011?00?1101?00?11000000110010111010?00??1011??11110?001100011???1100?0
N0032 0100011?00?1111110110?011??1?01110?011010?10?0011?10?1010?010??1??101???1100?100101001??1010?
N0033 01011100?010??11?01?0101101?0?01010111100??00?011100111011101?0?000?00111000001?011??01100??0
N0034 10101?1?011?11101110001??0101111010101100?1100?011?1?000110011100111?1?01000?1101010010111101
N0035 ?111001?11111101?0?01100?0?011?10?110??11101100111010111?11?0?010?010??010????01010?0?010?100
N0036 0000?0?00?100?1011?1100011?01101001000101010110?10110?10101010110100?01011?110?10?110?11??000
N0037 010110?100110?0010010001?10?11101?11111??11?1001?100??11??00???11?111001???1?010?11011??111?1
N0038 0?0101?10111101000011??0?100100101?00??0010?01?10100110011?1110010001001?1100010111?110110111
N0039 010000001101?1010001?0?10?001??0010111??100?1?11100011??1110?1100?101?100011?10101100??000111
N0040 00010010?1?101101101010?10?0??0011011011?111100110011???0010?001010100?011110?0??111110111?00
N0041 101100011000011001?1?101?0110000??110?10?1001010?0?00?0110010?1110?0110?0?010?10?11?00111?010
N0042 ?010?11?0?0??1?001?010011?01?11111?00?0000?0?101?10?01010110011011011?1111100?0101001??100101
N0043 1?011?001010110?0?00?0110011100???1?0011000010?0001?00?010?00011010?1?01101101010?111?1110000
N0044 11011?1?1111?11000010000?00010101110011??0?0?1?010?110?011?0?011110?1?00101?00111100110?011?0
N0045 0?11?1010?01111001?0011?00010?1000001110?11101??111?01?1??00010100?010?1001011001100?10100010
N0046 111111010011?0110?110110?1??01011??110010?0110111110?11100?0010110??01100??11?00010010001?010
N0047 0001??001?101010??000?01110101?0011?1?1?1010100101011100001?10111111?10?101111110010011?1??00
N0048 11100111011100?1?1??1?01?01?011?000?0?0010?111011101110?1?100?010?1101011?01001?001?101?1?10?
N0049 01?0000011110???11001010??1??0100111?1011011010?0001???101001001???1101?0?101?1?0?10?11000100
N0050 10?010?001?0111?1000011?1?0000111010001?110?0?00100011111?11000??0?00?1??1010?1000001000100?1
N0051 11?100?1??011111010110001111?1?100?0?110??10010110?0?110??1?0100010?01101100?01110110?1101011
N0052 10?111011?101000???1001?1?0?101110101?1111000?1110101110101?1111110000?01?11100110?10?1001110
N0053 100011110110111001?1?111011?00???100001?0???1101?11?10101?0??11?00???0001010?00000?111001?001
N0054 0011?00??1100010??1010?0101?1001?0111011??01000??000001101101010111111010101101?0111101?0111?
N0055 0010101?10111001?01?11??1?10010110????1?1110?11?100101??101011101?10100?1?10?1?1110100???000?
N0056 11?11010000?01110100110?111??0011?11?010?01001110001001011100?1?00??0000?011?01010?10?01100?0
N0057 1?11110001?1?1?110110000000101000?0011???0111??1011?10?000?01011111100100100?1000011011?10100
N0058 1100??0000001?00001010?101000111?01100100?010?001?1??010??1010101??010?11?1?111111101100??011
N0059 0??0010?1010010?10?1101?1111?101001?1?00?0?1??00?11100?1011000?01?000?001??0??11000?1100?1000

Percentual de inderteminacao ('?'): 20
