71 60
N0001 ??00?101??1?0111?010?010?11?1?10?010100??00?11?10?1110010010??1?0111??0
N0002 ???01??1000?1100?000?1?100??0?0?0??0?00101?01110111?1?10111?1001?11?1?0
N0003 100?01??101?10?1???10?010???001?00???111001?111??110?010000?01111011001
N0004 0?10011??11100?0?10?1?0?11000??1????0?00??1101?0011??010110?10100??0?0?
N0005 000?101110??10??00?001?1010101??10??00001111000?0???11?0000??0?01?00111
N0006 0??01???100??010010?0110?1111?1??0?0111??0??01??101011101?1010101??0???
N0007 111010100101110?00001?1000?000??100???00101100101111101010?01111000??1?
N0008 110100010??0?1???110101010?11001??10000??000?1?1?0100???11??1010?11??11
N0009 001?1110111?0101101??0?1101??11?11000?10011?000?1??010?1101?00?1?0??110
N0010 ????01011???01??1?00?1???0111??1?010?0111?10?1010010011?0???01??00?1??0
N0011 01010?11?1???0001010?010011?0?111010?1001?1?1?0001100000001?111?1??1110
N0012 ?0001011010?0??01000?111?0100111?010???10100011101?????100?0?11?????10?
N0013 ?11?1100?01?01?11101?010??1?0??1?0001?00??100100?1???0?1111000100??11?1
N0014 1??1000?101000111?010?00?0001?0110000?011?0001?000110?11???1??100?0?010
N0015 11000??0??010?10101110?0101?111?10????10??11111110001000?00111?0??00?01
N0016 1?10?111??11011?0?1?1110?0??0111000?110101100101??100?110??1?01?1001?0?
N0017 ?1100?101?110110??11000000?011??1??10?0?0010?110001111?01011?10000?1010
N0018 0?101001?0111111?01000?10000?010001?1?1?1111?0??1?00101?10001??0??00?00
N0019 0000?00?1100?01?0?10?00?0?01?011100??0111?11???1?1?1110011100010111010?
N0020 ?100????1?111??0?1???1110?000000010??10?100?1?11111??11?00???0?0?0???01
N0021 100?0?????1?0?1?0?00?1?110001?1000?0011?101011?010??1?1?111000??101?100
N0022 01??110?1???0100001110?011?01?11?10?0001?100???0?0101?0011?1??00?0??110
N0023 1????0?110??10000001?0?11010?011?0111?10?10?101??1100?0?000??11000010??
N0024 011100???0????0??1110?01001?1?00???10?1000?0?001?0?1??0?100?11?0??011??
N0025 ?1111???1??0?001101?011??0111?10??10101???11?1?11??0100?110?11??10????0
N0026 ??011110?0?00010?11101101000010??001?011?10?1???1011?011?1001?010011100
N0027 00101??0100?1?00??01?0?001?0?00?10010?0?0011?010001??011?0??001?0011110
N0028 01?101??10010000000?1101?01??0?1?0111?0?0?10111??0?01?1?1?0?0?100100100
N0029 10011010000?1000???1?110111111?001001?01011100?0?1000101?10?10???000101
N0030 ?????11?0?11?11?11?11?10?0101?010?0011??0?1?0?1????10?0100110?01?11?111
N0031 110100?111?0010111?1???011?000?0?00101?01?1?0?1?00?100011100001?1??1?1?
N0032 1?11??11001?1111??00?100111?10010?110?010100110110?11??0?1?1000?1110?0?
N0033 ??0000000?01?011101010?01?11100?11111010?10?101??0011?1??1111??01???001
N0034 1001?010???0??1?01??0??1??11?10???00001??1111??1?00?11?1?01100?111?011?
N0035 01?1001??1111100?010110111100101?0?01000?10??11011???1101?000?101??00?1
N0036 1?10101??00?01?0?0?000110?11?00??101?1101?1????111?0??0?0110000?01?1100
N0037 10?1?0?1000?10?1??00?111?011?10?1???000?10?011011?1??1110110100?1011101
N0038 ?010000?1000?10001011?00101?001011?0??101?101011?0?10?11?1?1??11?1?0?1?
N0039 0??0?1?100?011000?10?0?01?10001?101?1?0??10101?11001??0111???1010101?01
N0040 11?011111110?00000111100??1101110?0110010110?110?11?01011?101?0?11?0??1
N0041 100?01??010100?0011110000100?0?01?1000001??11?1001?1??111??110?1?101101
N0042 00110??0100110100001?00??11?0?1011?10???0111????1?10?0000?0?01011?0?011
N0043 01?00?11??00000110010111010?00??1?010?11?100001?1?00?00??1100???0100???
N0044 10??0?11111?1?11???011??1?0111?0011010?10?0011?10?1010?010???0?101????1
N0045 01??10010?0?01???100001011100?010??11?01?010?00100?01??1???0111?0??00?0
N0046 111001?01?111?100??00??00111000001?011??01100??01010?01?011?11?0?111000
N0047 1??01?01010?10101100?1100?0?10?0000?1110101?0?0001?01000?11010?11?10?11
N0048 1010111001?111111?000?0?01?0??0011?10?110??1?10??10?0111010111??000???1
N0049 0?010??01??????01010?0?010??01?0000?0?00?100??11101100011?0?100111011?1
N0050 01010110?10110?10?1??001?1?1?100?0?1?11??11010?110?11??0000?1101??10??1
N0051 10?00100100?101???11101??01110?11?1001?100??11??00???11?111?0??0??1?010
N0052 ?11?110?111?10?0101??1?111101000??1?0?0?10010?001000??0010?01?101001100
N0053 11?1110??10001001?1?1?0010111?11011??111010000001101?101000?00?10?????1
N0054 ????0?0?111??100?1??110?0011??1?1101100?101?100011?10?1?110????00011?1?
N0055 001?1010?0101101101010?10?0??0?010?11011?111100?11?0?10??0010?0010?0001
N0056 ??011?11???0?111110111?00?0?11000?01?0001?0??101?101?01?1?000??110??101
N0057 001010?0?00?01100?1??1110?0110?0?0?1??10?11?00111?010?010?11??0?0?1?001
N0058 ?010011??00?101100???0000?0?10?010?01010?11?01?0011?1?011?000?0?0101??0
N0059 1??1?010?11????1000101??110?0?00?011001110?????1?0011000010???001?00?01
N0060 0?000?11?10?1?0110?00?10?1??111?111000011011?1?1111?110000100??0???0010

Percentual de inderteminacao ('?'): 30
