151 47
N0001 ??00?101??1?0111?010?010?11?1?10?010100??00?11?10?1110010010??1?0111??0???01??1000?1100?000?1?100??0?0?0??0?00101?01110111?1?10111?1001?11?1?0100?01??1
N0002 01?10?1???10?010???001?00???111001?111??110?010000?011110110010?10011??11100?0?10?1?0?11000??1????0?00??1101?0011??010110?10100??0?0?000?101110??10??00
N0003 ?001?1010101??10??00001111000?0???11?0000??0?01?001110??01???100??010010?0110?1111?1??0?0111??0??01??101011101?1010101??0???111010100101110?00001?1000?
N0004 000??100???00101100101111101010?01111000??1?110100010??0?1???110101010?11001??10000??000?1?1?0100???11??1010?11??11001?1110111?0101101??0?1101??11?1100
N0005 0?10011?000?1??010?1101?00?1?0??110????01011???01??1?00?1???0111??1?010?0111?10?1010010011?0???01??00?1??001010?11?1???0001010?010011?0?111010?1001?1?1
N0006 ?0001100000001?111?1??1110?0001011010?0??01000?111?0100111?010???10100011101?????100?0?11?????10??11?1100?01?01?11101?010??1?0??1?0001?00??100100?1???0
N0007 ?1111000100??11?11??1000?101000111?010?00?0001?0110000?011?0001?000110?11???1??100?0?01011000??0??010?10101110?0101?111?10????10??11111110001000?00111?
N0008 0??00?011?10?111??11011?0?1?1110?0??0111000?110101100101??100?110??1?01?1001?0??1100?101?110110??11000000?011??1??10?0?0010?110001111?01011?10000?10100
N0009 ?101001?0111111?01000?10000?010001?1?1?1111?0??1?00101?10001??0??00?000000?00?1100?01?0?10?00?0?01?011100??0111?11???1?1?1110011100010111010??100????1?
N0010 111??0?1???1110?000000010??10?100?1?11111??11?00???0?0?0???01100?0?????1?0?1?0?00?1?110001?1000?0011?101011?010??1?1?111000??101?10001??110?1???0100001
N0011 110?011?01?11?10?0001?100???0?0101?0011?1??00?0??1101????0?110??10000001?0?11010?011?0111?10?10?101??1100?0?000??11000010??011100???0????0??1110?01001?
N0012 1?00???10?1000?0?001?0?1??0?100?11?0??011???1111???1??0?001101?011??0111?10??10101???11?1?11??0100?110?11??10????0??011110?0?00010?11101101000010??001?
N0013 011?10?1???1011?011?1001?01001110000101??0100?1?00??01?0?001?0?00?10010?0?0011?010001??011?0??001?001111001?101??10010000000?1101?01??0?1?0111?0?0?1011
N0014 1??0?01?1?1?0?0?10010010010011010000?1000???1?110111111?001001?01011100?0?1000101?10?10???000101?????11?0?11?11?11?11?10?0101?010?0011??0?1?0?1????10?0
N0015 100110?01?11?111110100?111?0010111?1???011?000?0?00101?01?1?0?1?00?100011100001?1??1?1?1?11??11001?1111??00?100111?10010?110?010100110110?11??0?1?1000?
N0016 1110?0???0000000?01?011101010?01?11100?11111010?10?101??0011?1??1111??01???0011001?010???0??1?01??0??1??11?10???00001??1111??1?00?11?1?01100?111?011?01
N0017 ?1001??1111100?010110111100101?0?01000?10??11011???1101?000?101??00?11?10101??00?01?0?0?000110?11?00??101?1101?1????111?0??0?0110000?01?110010?1?0?1000
N0018 ?10?1??00?111?011?10?1???000?10?011011?1??1110110100?1011101?010000?1000?10001011?00101?001011?0??101?101011?0?10?11?1?1??11?1?0?1?0??0?1?100?011000?10
N0019 ?0?01?10001?101?1?0??10101?11001??0111???1010101?0111?011111110?00000111100??1101110?0110010110?110?11?01011?101?0?11?0??1100?01??010100?0011110000100?
N0020 0?01?1000001??11?1001?1??111??110?1?10110100110??0100110100001?00??11?0?1011?10???0111????1?10?0000?0?01011?0?01101?00?11??00000110010111010?00??1?010?
