95 74
N0001 ??00?101??1???111?010?010?11?1?10???10100??00?11?10?1110??10010??1?0111??0???01???1?0?01100?000
N0002 ??0100??0?0?0?????0?11?1?01110111?1?10111?1001?11?1?0100?01??1?1010?1????1??010???00?000???1110
N0003 0?011?0?110?010??0?????1111?101?010?10011??11100?0?10?1?0??11?00??1????0?00??11??1?0?110?0?1?1?
N0004 1??10100??0?0?000?10?011???10??00?001?1010101???1???0000111?1?00?0???11?0??00??0?01?0??11?1???0
N0005 1???100??010010?0110?1111?1?????0111??0??0?0?101011101?1010101??0????1111001?0101110?00001?1000
N0006 ?0??0??100???001??1100101?1010?101???011110??0??1??11?10001????0?1????00??0?1010?110???0?1??000
N0007 ??000?1?1?0100???11???1?10?11??11001?11101?000101101??0?1101??11??01?00?10011?000?1??010?1101??
N0008 ?0?1?0???11?????01?110??01??1?00?1?????11?0?1?01?????1?10?0??1010??1001?0?????01??00?1??00?1?10
N0009 ?11?1???0001010?01??011????111010?1001?1?1???001100000??01?11?01??1110?0001??11010?0??01????0??
N0010 1100100111?010???101000?110?1?????100?0?11??????1???11?1100?01??1011101???10??1?0??1???????1???
N0011 0??1??0?0?0?1???0?111100??100??11?11??1000?101000111?010?00?0001?0110000???11?0001?000110??10??
N0012 ?0?100?0?01?101?00??????010?10?0?1110?0101??10010????10??1?011111?001000?00111?0??00?011?10?111
N0013 ???101100?1?1110?0??011100????1110111?01??1??100?110??1?01?1001?0???01?0?1??1?1101?1???11000000
N0014 ?011??1???0??0?0??10?1100??1111?0101?010000?10?100?1?1001?011111?001000?1?1?00?010001?1?1??0110
N0015 0??1?00?1?1?10001??0??00???00000?00?1100???1?0?10???0????0?0011100??01?1011???1??011?1?01?11?00
N0016 101110?1???10??????1?111?????1???11?1??0000??0010??10??11??1?1111?0?11?0?????0?0?0???011??0?0??
N0017 ???1??01?0?00?1?11??001?1000?0??11?101011?010??1?1?1110?10??1?1?1?0?01??110?1???01????0011?1001
N0018 1?01??1010?0001?100???0?01??1?00?101??0?00??110?0???0?1?00?1000000?00?11010?011?01?1010?10?101?
N0019 ??01????0?000??11????0010??01110?????0????0??1?01??01001?1?00???10?1000?0?????1?0?1??0?100?11?0
N0020 ??011???1111???1??0??100010011??0111??1????010?1???11?1?11??0100?110?11??10????0???10010??0?000
N0021 10?111011010?0?0?10?00?0011?1???1???1011?01?01??0?00?1?01110000101??0100?1?00?????00?0??1?0???0
N0022 ?10010?0?00?100?111?1????11?0??001?001111001?101??100100??0000?1101?01?????1?0111?0?0??1?111??0
N0023 ?01?1?1?0?0?10010010010011010000?1000???1?110111111?001001?0101?101??0?100?11?1??0010?????0??10
N0024 ?0????11?0?11?11??1011?10?01??1?0?1??0011??0?1?0?1?????1??0100110?01?11?1?0111?100?111?0???1?11
N0025 1??0??011?0??0?0?00101?01?1?0?1?00?1000111??0001?1??1?1?1?11??11001?1?100?00?1????111?100?1??11
N0026 0?010?1?0110110?11??0?1?1000?1110?0???0??00000?01?01?11??0?10?01?111??0?1?0111?10?10?101??001?0
N0027 1??111?0?01?????011001?0?0????0??1?01??????1??11??0????0??001??11?00?1?0????001?01100?111???11?
N0028 ??1?1??01??11?011?0?010?00?11110??101?0?01000?1????11011???1101?000?101??00?11?1??101??00?0?00?
N0029 0?00???01??11???????101?1101??0???111?0??0?0110000?01?11001????00??1?0???1???1????0?111?011??0?
N0030 ??0??000?10?011011??0?11?1?11??100?1???110?1?010000?10?????10001011?00101?00101?00??101?101011?
N0031 0??1??11?1??0?11?1?0?1??0?0??01??0?011000?10??0?10100??1?1??1?1?0??10101?11001??0?100??1010101?
N0032 ?1110??11111110?000??01?111?0??110?110???1111?1??110?110?11?010?00101?0?11?0??11?1??01????10100
N0033 ?001?111?000100?0?01?1000????1??11?1001?1??111??11???1?1011??1??0110??0?1?01?0?10?00?1?00??11?0
N0034 ?1??11?10???0111?????010?0000?0?01011?0?01?00000?11??0000?111?0?0??11111??00???0??10??10100001?
N0035 1?0???00??1100???0100???10??0?11111?1?11???0?10?1?0?1100011010?10?0011?10?1010??11????0?1???0??
N0036 ?101???0101??0?01???1?10?01?1101??001????11?01?010?00100?01??1???0111?0??00?0111001?01?111?100?
N0037 ?0????????111000??01?0?10?01100??01010?0?0011?11?0?1110001??01?01010?1??10110???1100?0?10?00??0
N0038 ?11?0?101?0?0001?0100???1101?01?010?1110?1?111??0?0111111?000?0?01?0??0011?10?110??1?10??10?011
N0039 ?0?10111??000???10?0?1???01??????01010?0??11???0?00000?0?00??01???11101100011?0?1001?01??001010
N0040 1011????1?110?10?1??0??1?1?1?100????1?11??11010?110?11??0000?1?1?1??10??110?00100100??1??0??111
N0041 01??01110?11?10??1?100??11??00???11?1?100??0??1?010?11??11???11010?0101??1?111101000??1?0?0??1?
N0042 010??101???0??0010?01?10?1?0110011??101???1??0??100?01?1?001?110011011??1110?10?0000?01?1?1010?
N0043 ?0?00?10??????0???0?0?111??100?1??110?0011??1?110110???101?10????11?10?1?11??????00011?1?00?0?0
N0044 ?1???010110?00?1010?10?0??0?010?110?00111?0?0?11?0?10??00?1???0?10?0??01??011?11???0?111?11?11?
N0045 000?0?11000?01?0??01?0??101?101?01?1?00????1?1???1??1001010?0?00?01100?1???111??0?0000?0?1??10?
N0046 11?0??11?00?1??010?1?0???????1?001?0100?00?00?10110?????0000?0?10?010?0101???11?0?00??11?1?011?
N0047 000?0?0101??01??1??01??11????100010?0?110?0????001?1?01?10??????1?0??11000010????0?1?00?010?000
N0048 ?11?10?1?0110?00?10?1???0101110?11111?11?1?1111??01?000100??0????????110?11?0???1?0?0?0?1?010?1
N0049 10?011????01?11101?00101?00?0111?011????1000????101???1??011110??1?001?0?0?01????1?0000?1010111
N0050 01???01001??0?0??0?1?100?0?001?0??1??11???1?01??101???111?1?11101??10??10??110?1?1??0001??01011
N0051 ???01?010?0110111?01??1?11?0?001??110??0110????1?0000100?10?01?0100001??001?10101??????0???01?0
N0052 1?101???0?101?1?1??10?00?10101?01?0001?1011?000010?101111110???1?011??0????1111?01?100011?0?1??
N0053 0?1?01?01?0?000??0?0?0010?11101?11?11?1??1?100?010?1101011?010???0001??1??01?1???01?00??001?011
N0054 ????11??01010???0????0?01?101??11011010?0?0?1???1??1??01001???11??1?0?101?1?0?1?01100??1??010?0
N0055 1?000?001?10?1?00011?1?0000?000?1000?01?1??0???01??0??1?101011??00??0?00?1???1?10?1000001??00?1
N0056 ?0??110100?1??0?01110??0??11?001?1001?1??0????11????100101?0??0??11???1?010?1?10?01?0111?0?01?1
N0057 0101??11??10111???11101?0101000???100?01?0?101?11?101?1111??00?111??1?0100?1??1?1111?01???0???0
N0058 1?111?1??11??10?100?110?1000?1110111??000???1??0?100?11?00????1?????01?0???1101?11?10101?0??1?0
N0059 00????01??1?10?0000???111001?0010011?00??1100?01????1?10?010?01001?0?110??00?01000??00000?10??1
N0060 1?1??10?011111?10101101?0111101?0111???010101?1011?1???1?01?11??1?10???1?110????1??011??11?1001
N0061 ???0??0?10?1110010?1????1?1???1??110?100?????00?11?11??1000???0?011?10??110?111??0011?11?010???
N0062 1??0?011?001001011100??000???0?00?011?0101?01???0?011??01?11110??01?1?1?1101100??00??01??1000??
N0063 ?011???01?10?10?0010?000?0101?111010??1?01??0??0?00011011?101001?0?0??00000?100000?1?10?101????
N0064 011?00110??10???0?1??0??1?1??0?0???1?11?101??010?1?01??1101000??10?0????110??0??1???1010010?1??
N0065 ??11?1?1111?1?01?01?1?00?0??0?00?1110???1011??0???01????????001??????11000?110????01?000?10010?
N0066 0???1???1?1??00010??????0001????00?00???0101?100111????00?0?001??0??0??0?1?10??0??001?01100011?
N0067 ?1?100?1?00???1?01?1?1??011?0?1?0??0???01??01?11?1?1?00?01010?1010?0??0?01?????0??1110?000111??
N0068 ?00??110??010??101?00?01?1?0??00?10?00??111?101101?10?1?1?1??0?1000??101?11?01?01????000?1?0?10
N0069 10???110?1??1101100?10?11?1?00010?0??1?01?11010??001011110?1?0110000?10?0?????1100??1??1?10?0??
N0070 ?1??01?1?11?10?10?10??00?1??1001?0?111?00011?0?10?0?100?0????10111110???11?1110??000???1????1??
N0071 10?00?1??01?10?1??10?1?1??01???00??0100??0?10?0?000????00?1??101?0???11???1?000?0?1000??1?0?0?1
N0072 ??1000?0??1?0????0??0000?00??0110?10?1?1?1????1???01?000000?1????00?10?01??1??110??0?10?000?1?1
N0073 0?11??10??1?1?011?00?????1???????1?0001111?1?1??00??00011???1100010111??0100???11001?01?110??0?
N0074 0?000000011???1??110?0?11?011??100????0??0???1??1?111?????1??0?10?01?000?100?1?1100?1111?11?0?0

Percentual de inderteminacao ('?'): 40
